source,startupName,ICB_industry,ICB_sector,startupClassification,foundedDate,Repition,investorName,Age,Investor City,Domestic Investor,1,2,linkedinURL,Education (Field),Education 2 (Field),Education (place),Education 2 (place),Professional Experience,Sector,"Match (city) (718/2783,0.282 with dom & no blank)","Match (city) (718/2454,0.257 with dom & no blank)",Region,"Match (region)(455/1273),.357","Match(region)(455/1397),0.325",State,"Match (210/1273),0.17, (210/1397),0.15",State/Region,"Match (304/1273),0.24 (304/1397),0.217",Age,Sector,investorType,Investor Nationality Domestic / Foreign / Angel),Deal Investment Amount ( $ M),dealInvestmentAmount,"Deal Investment Amount ( INR M)
{ In Base Year Amount }",Round Investment Amount ($ M),roundInvestmentAmount,"Round Investment Amount (INR M)
{ In Base Year Amount }",investmentStage,stageClassification,roundDate,Closing Date of Investment,Percentage Equity Stake by the Investor,Percentage Equity Stake in the round,Equity Valuation ($ M),equityValuation,"Equity Valuation (INR M)  
{ In Base Year Amount }",city,Region,state,State (n),companyWebsite,Financial Year,Revenue Multiple,EBITDA Multiple,PAT Multiple,Share Capital ($ M),Share Capital (INR M),"Share Capital (INR M) 
{ In Base Year Amount }",Reserves ($ M),Reserves (INR M),"Reserves (INR M)  
{ In Base Year Amount }",Shareholders Funds ($ M),Shareholders Funds (INR M),"Shareholders Funds (INR M)  
{ In Base Year Amount }",Long Term Debt ($ M),Long Term Debt (INR M),"Long Term Debt (INR M)  
{ In Base Year Amount }",Short Term Debt ($ M),Short Term Debt (INR M),"Short Term Debt (INR M)  
{ In Base Year Amount }",Current Liabilities ($ M),Current Liabilities (INR M),"Current Liabilities (INR M)  
{ In Base Year Amount }",Equity and Liabilities ($ M),Equity and Liabilities (INR M),"Equity and Liabilities (INR M)  
{ In Base Year Amount }",Fixed Assets ($ M),Fixed Assets (INR M),"Fixed Assets (INR M)  
{ In Base Year Amount }",Current Investments ($ M),Current Investments (INR M),"Current Investments (INR M)  
{ In Base Year Amount }",Inventories ($ M),Inventories (INR M),"Inventories (INR M)  
{ In Base Year Amount }",Receivables ($ M),Receivables (INR M),"Receivables (INR M)  
{ In Base Year Amount }",Cash and Bank Balances ($ M),Cash and Bank Balances (INR M),"Cash and Bank Balances (INR M)  
{ In Base Year Amount }",Loans and Advances ($ M),Loans and Advances (INR M),"Loans and Advances (INR M)  
{ In Base Year Amount }",Other Current Assets ($ M),Other Current Assets (INR M),"Other Current Assets (INR M)  
{ In Base Year Amount }",Total Assets ($ M),Total Assets (INR M),"Total Assets (INR M)  
{ In Base Year Amount }",Total Reserves ($ M),Total Reserves (INR M),"Total Reserves (INR M)  
{ In Base Year Amount }",Gross Profit ($ M),Gross Profit (INR M),"Gross Profit (INR M)  
{ In Base Year Amount }",EBITDA ($ M),EBITDA (INR M),"EBITDA (INR M)  
{ In Base Year Amount }",Depreciation ($ M),Depreciation (INR M),"Depreciation (INR M)  
{ In Base Year Amount }",EBITA ($ M),EBITA (INR M),"EBITA (INR M)  
{ In Base Year Amount }",EBIT ($ M),EBIT (INR M),"EBIT (INR M)  
{ In Base Year Amount }",Finance Costs ($ M),Finance Costs (INR M),"Finance Costs (INR M)  
{ In Base Year Amount }",PBT ($ M),PBT (INR M),"PBT (INR M)  
{ In Base Year Amount }",Tax ($ M),Tax (INR M),"Tax (INR M)  
{ In Base Year Amount }",PAT ($ M),PAT (INR M),"PAT (INR M)  
{ In Base Year Amount }",EV / Total Income ($ M),EV / Total Income (INR M),"EV / Total Income (INR M)  
{ In Base Year Amount }",EV / EBITDA ($ M),EV / EBITDA (INR M),"EV / EBITDA (INR M)  
{ In Base Year Amount }",EV / EBIT ($ M),EV / EBIT (INR M),"EV / EBIT (INR M)  
{ In Base Year Amount }",EV / Total Assets ($ M),EV / Total Assets (INR M),"EV / Total Assets (INR M)  
{ In Base Year Amount }",EV / Profit Before Tax ($ M),EV / Profit Before Tax (INR M),"EV / Profit Before Tax (INR M)  
{ In Base Year Amount }",EV / Profit After Tax ($ M),EV / Profit After Tax (INR M),"EV / Profit After Tax (INR M)  
{ In Base Year Amount }",Implied Enterprise Value ($ mn),Implied Enterprise Value (INR mn),"Implied Enterprise Value (INR mn)  
{ In Base Year Amount }",Rep,Concatenate,double,con,double2,diff.year,Time Interval,CPI,repe,Concatenate_startup,,,Base Year,Base Year CPI
VCC,PriceBaba.com,Technology,Software & Computer Services,Software and Internet Services,2012,1,Karamveer Singh,,Pune,Yes,,,,,,,,,,FALSE,FALSE,Pune,FALSE,FALSE,,,,,,,Angel,Angel,,,,,,,Seed,,5/14/2013,5/14/2013, , ,,,,Mumbai,Mumbai,Maharashtra,,http://pricebaba.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,10,PriceBaba.comKaramveer Singh,1,PriceBaba.comKaramveer Singh41408,1,381,,,16,PriceBaba.com2012,,,,
VCC,RKM Online Services Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2013,5,Karan Bajwa,,Gurgaon,Yes,,,,,,,,,,TRUE,TRUE,NCR,TRUE,TRUE,,,,,,,Angel,Angel,,,,,,,Seed,,5/30/2014,3/31/2015, , ,,,,Gurgaon,NCR,Haryana,,http://www.findyahan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,5,RKM Online Services Pvt. Ltd.Karan Bajwa,1,RKM Online Services Pvt. Ltd.Karan Bajwa41789,1,257,257,257,8,RKM Online Services Pvt. Ltd.2013,,,,
TrakIn,FindYahan,Industrials,Industrial goods and services,Consumer Products and Services,,5,Karan Bajwa,,Gurgaon,Yes,,,,,,,,,,FALSE,FALSE,NCR,FALSE,FALSE,,,,,,,Angel,Angel,,,,,,,Seed Funding,,02-11-2015,, ,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,FindYahanKaran Bajwa,1,FindYahanKaran Bajwa42046,1,1,1,1,6,FindYahan,,,,
Deal Curry,FindYahan India Private Limited,Technology,Software & Computer Services,Internet marketplace and eCommerce,,5,Karan Bajwa,,Gurgaon,Yes,,,,,,,,,,FALSE,FALSE,NCR,FALSE,FALSE,,,,,,,Angel,Angel,,,,,,,Seed,,02-12-2015,, , ,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,FindYahan India Private LimitedKaran Bajwa,1,FindYahan India Private LimitedKaran Bajwa42047,1,222,222,222,4,FindYahan India Private Limited,,,,
VCC,Helios Lifestyle Pvt. Ltd.,Consumer services,Retail ,Internet Marketplace and eCommerce,2015,5,Karan Bajwa,,Gurgaon,Yes,,,,,,,,,,TRUE,TRUE,NCR,TRUE,TRUE,,,,,,,Angel,Angel,,,,,,,Seed,,9/22/2015,9/22/2015, , ,,,,Gurgaon,NCR,Haryana,,http://www.themancompany.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,3,Helios Lifestyle Pvt. Ltd.Karan Bajwa,1,Helios Lifestyle Pvt. Ltd.Karan Bajwa42269,1,0,0,0,3,Helios Lifestyle Pvt. Ltd.2015,,,,
TrakIn,The Man Company,Consumer services,Retail,Internet Marketplace and eCommerce,,5,Karan Bajwa,,Gurgaon,Yes,,,,,,,,,,FALSE,FALSE,NCR,FALSE,FALSE,,,,,,,Angel,Angel,,,,,,,Seed Funding,,9/22/2015,, ,,,,,New Delhi,New Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The Man CompanyKaran Bajwa,1,The Man CompanyKaran Bajwa42269,1,-1637,,,3,The Man Company,,,,
VCC,HMS Infotech Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2008,6,Karan Maheshwari,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,,,,,,,Angel,Angel,,,,0.36,16.8017544,12.59832371,Seed,Pre-Seed,3/30/2011,9/30/2011, ,3.921568627,1.77,82.6086258,61.94175822,Noida,NCR,Uttar Pradesh,,http://www.hotelogix.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,, ,,,20.76,968.9011704,726.5033338,,,,,,,1.77,82.6086258,61.94175822,21,HMS Infotech Pvt. Ltd.Karan Maheshwari16.8017544,1,HMS Infotech Pvt. Ltd.Karan Maheshwari16.801754440632,1,0,0,0,22,HMS Infotech Pvt. Ltd.2008,,,,
VCC,HMS Infotech Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2008,6,Karan Maheshwari,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,,,,,,,Angel,Angel,,,,1.15,53.672271,40.24464517,Series A,Seed,3/30/2011,9/30/2011, ,0.17,5.76,268.8280704,201.5731793,Noida,NCR,Uttar Pradesh,,http://www.hotelogix.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,19.94,930.6305076,697.807152,,,,,,,5.61,261.8273394,196.3238778,21,HMS Infotech Pvt. Ltd.Karan Maheshwari53.672271,1,HMS Infotech Pvt. Ltd.Karan Maheshwari53.67227140632,1,1,1,1,22,HMS Infotech Pvt. Ltd.2008,,,,
VCC,ZipDial Mobile Solutions Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2010,6,Karan Maheshwari,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,,,,,,,Angel,Angel,,,,0.82,38.2706628,28.69618178,Seed,Seed,3/31/2011,11/15/2011, ,34.30962343,2.39,111.5449806,83.63887128,Bengaluru,Bengaluru,Karnataka,,http://www.zipdial.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,19,ZipDial Mobile Solutions Pvt. Ltd.Karan Maheshwari38.2706628,1,ZipDial Mobile Solutions Pvt. Ltd.Karan Maheshwari38.270662840633,1,315,315,315,30,ZipDial Mobile Solutions Pvt. Ltd.2010,,,,
VCC,eDreams Edusoft Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2010,6,Karan Maheshwari,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,,,,,,,Angel,Angel,,,,0.54,28.88700523,23.77182889,Seed,Seed,02-09-2012,11/19/2012, ,26.08695652,2.07,110.7335201,91.12534407,Bengaluru,Bengaluru,Karnataka,,http://www.funtoot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,25.01,1337.896298,1100.987853,,,,,,,2.11,112.8732982,92.88622028,10,eDreams Edusoft Pvt. Ltd.Karan Maheshwari28.887005231405,1,eDreams Edusoft Pvt. Ltd.Karan Maheshwari28.88700523140540948,1,1223,1223,FALSE,11,eDreams Edusoft Pvt. Ltd.2010,,,,
VCC,Infomoko Technology Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2014,6,Karan Maheshwari,,Mumbai,Yes,,,,,,,,,,TRUE,TRUE,Mumbai,TRUE,TRUE,,,,,,,Angel,Angel,,,,0.6,38.49148954,38.49148954,Seed,Seed,6/16/2015,6/16/2015, , ,,,,Mumbai,Mumbai,Maharashtra,,http://www.babychakra.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,8,Infomoko Technology Pvt. Ltd.Karan Maheshwari38.4914895435685,1,Infomoko Technology Pvt. Ltd.Karan Maheshwari38.491489543568542171,1,167,167,167,8,Infomoko Technology Pvt. Ltd.2014,,,,
VCC,Aayuv Technologies Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2014,6,Karan Maheshwari,,Mumbai,Yes,,,,,,,,,,FALSE,FALSE,Mumbai,FALSE,FALSE,,,,,,,Angel,Angel,,,,0.25,16.03812064,16.03812064,Venture Capital,Pre-Seed,11/30/2015,2/25/2016, , ,,,,Hyderabad,Hyderabad,Telangana,,http://www.ekincare.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,6,Aayuv Technologies Pvt. Ltd.Karan Maheshwari16.0381206431535,1,Aayuv Technologies Pvt. Ltd.Karan Maheshwari16.038120643153542338,1,-275,,,6,Aayuv Technologies Pvt. Ltd.2014,,,,
VCC,Hostra Systems Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2011,3,Karanpal Singh,,,,,,http://techcircle.vccircle.com/tag/karanpal-singh/,http://techcircle.vccircle.com/tag/karanpal-singh/,,,,,,,,,,,,,,,,,Angel,Angel,2,128.3049651,128.3049651,2,128.3049651,128.3049651,Seed,Seed,2/28/2015,09-04-2015, , ,,,,Bengaluru,Bengaluru,,,http://www.roomcentral.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,1,Hostra Systems Pvt. Ltd.Karanpal Singh128.304965145228,1,Hostra Systems Pvt. Ltd.Karanpal Singh128.30496514522842063,1,188,188,188,,,,,,
TrakIn,RoomCentral,Consumer services,Retail,Internet Marketplace and eCommerce,,3,Karanpal Singh,,,,,,http://techcircle.vccircle.com/tag/karanpal-singh/,http://techcircle.vccircle.com/tag/karanpal-singh/,,,,,,,,,,,,,,,,,Angel,Angel,2,128.3049651,128.3049651,2,128.3049651,128.3049651,Seed Funding,Seed,09-04-2015,, ,,,,,Bengaluru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,RoomCentralKaranpal Singh128.304965145228,1,RoomCentralKaranpal Singh128.30496514522842251,1,3,3,3,,,,,,
Deal Curry,Hostra System Private Limited,Technology,Software & Computer Services,Internet marketplace and eCommerce,,3,Karanpal Singh,,,,,,http://techcircle.vccircle.com/tag/karanpal-singh/,http://techcircle.vccircle.com/tag/karanpal-singh/,,,,,,,,,,,,,,,,,Angel,Angel,1.95,125.097341,125.097341,1.95,125.097341,125.097341,Seed,Seed,09-07-2015,, , ,,,,Bengaluru,Bengaluru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hostra System Private LimitedKaranpal Singh125.097341016597,1,Hostra System Private LimitedKaranpal Singh125.09734101659742254,1,-1505,,,,,,,,
VCC,Tierra Food India Pvt. Ltd.,Consumer goods,Food and beverage,Others,2011,1,Karpaiah Satyaseelan Santanakumaran,,,,,,https://site2corp.com/in/tierra-food-india-private-limited,https://site2corp.com/in/tierra-food-india-private-limited,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.61,28.4696394,21.34715961,Seed,Seed,7/25/2011,03-04-2013, ,23.52941176,1.17,54.6057018,40.94455205,Elamannoor,Elamannoor,,,http://www.tierra.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,3.51,163.8171054,122.8336561,,,,,,,1.32,61.6064328,46.19385359,3,Tierra Food India Pvt. Ltd.Karpaiah Satyaseelan Santanakumaran28.4696394,1,Tierra Food India Pvt. Ltd.Karpaiah Satyaseelan Santanakumaran28.469639440749,1,1484,,,,,,,,
TrakIn,YourStory,Consumer services,Media,"Media, advertising and Gaming",,1,Karthee Madasamay,,,,,,https://in.linkedin.com/in/kartheepanmadasamy,https://in.linkedin.com/in/kartheepanmadasamy,,,,,,,,,,,,,,,,,Angel,Angel,,,,,,,Seed Funding,,8/17/2015,, ,,,,,Mumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,YourStoryKarthee Madasamay,1,YourStoryKarthee Madasamay42233,1,-987,,,,,,,,
VCC,Whistle Talk Technologies Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2012,1,Kartheek Raju,,,,,,http://epaperbeta.timesofindia.com/Article.aspx?eid=31815&articlexml=FASTER-HIGHER-STRONGER-16012015016006,http://epaperbeta.timesofindia.com/Article.aspx?eid=31815&articlexml=FASTER-HIGHER-STRONGER-16012015016006,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.4,21.39778165,17.60876214,Seed,Pre-Seed,12-03-2012,4/22/2013, , ,,,,Bengaluru,Bengaluru,,,http://www.whistletalk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,13,Whistle Talk Technologies Pvt. Ltd.Kartheek Raju21.3977816528926,1,Whistle Talk Technologies Pvt. Ltd.Kartheek Raju21.397781652892641246,1,-313,,,,,,,,
VCC,Birds Eye Systems Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2010,1,Kartheepan Madasamy,,,,,,https://angel.co/kartheepan-madasamy,https://angel.co/kartheepan-madasamy,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.39,20.86283711,17.16854309,Seed,Pre-Seed,1/25/2012,03-06-2013, ,31.4516129,1.24,66.33312312,54.58716263,Mumbai,Mumbai,,,http://www.birdseyesystems.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02785265,1.489962334,1.226126744,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,44.52,2381.573098,1959.855226,,,, ,,,75.26,4025.992618,3313.088596,,,,,,,1.24,66.33312312,54.58716263,24,Birds Eye Systems Pvt. Ltd.Kartheepan Madasamy20.8628371115702,1,Birds Eye Systems Pvt. Ltd.Kartheepan Madasamy20.862837111570240933,1,1318,,,,,,,,
VCC,Nanolocal Technologies Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2015,1,Karthik Ramachandra,,,,,,https://www.cse.iitb.ac.in/~karthiksr/resources/Karthik%20Ramachandra.pdf,https://www.cse.iitb.ac.in/~karthiksr/resources/Karthik%20Ramachandra.pdf,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.46,29.51014198,29.51014198,Seed,Pre-Seed,09-04-2015,10/31/2015,1.163128817, ,,,,Bengaluru,Bengaluru,,,http://bountyapp.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,16,Nanolocal Technologies Pvt. Ltd.Karthik Ramachandra29.5101419834025,1,Nanolocal Technologies Pvt. Ltd.Karthik Ramachandra29.510141983402542251,1,-1540,,,,,,,,
VCC,Tonbo Imaging Pvt. Ltd.,Consumer goods,Automobile and parts,Others,2010,2,Karthik Reddy,,,,,,https://in.linkedin.com/in/karthikreddyb,https://in.linkedin.com/in/karthikreddyb,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.48,22.4023392,16.79776494,Seed,Pre-Seed,6/17/2011,6/17/2011, ,32.03883495,,,,Bengaluru,Bengaluru,,,http://tonboimaging.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,9,Tonbo Imaging Pvt. Ltd.Karthik Reddy22.4023392,1,Tonbo Imaging Pvt. Ltd.Karthik Reddy22.402339240711,1,712,712,712,,,,,,
VCC,Socialblood Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2011,2,Karthik Reddy,,,,,,https://in.linkedin.com/in/karthikreddyb,https://in.linkedin.com/in/karthikreddyb,,,,,,,,,,,,,,,,,Angel,Angel,,,,,,,Seed,,5/29/2013,5/29/2013, , ,,,,Guntur,Guntur,,,http://www.socialblood.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,6,Socialblood Pvt. Ltd.Karthik Reddy,1,Socialblood Pvt. Ltd.Karthik Reddy41423,1,932,,,,,,,,
TrakIn,Springboard,Consumer services,Retail,Edu-Tech,,2,Kartik Hosanagar,,,,,,https://angel.co/hosanagar,https://angel.co/hosanagar,,,,,,,,,,,,,,,,,Angel,Angel,,,,1.7,109.0592204,109.0592204,Seed Funding,Seed,12/17/2015,, ,,,,,Bengaluru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,SpringboardKartik Hosanagar109.059220373444,1,SpringboardKartik Hosanagar109.05922037344442355,1,0,0,0,,,,,,
Deal Curry,Springboard Academy Private Limited,Consumer services,Retail,Edu-Tech,2008,2,Kartik Hosanagar,,,,,,https://angel.co/hosanagar,https://angel.co/hosanagar,,,,,,,,,,,,,,,,,Angel,Angel,,,,1.7,109.0592204,109.0592204,Seed,Seed,12/17/2015,, , ,,,,,West Bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Springboard Academy Private LimitedKartik Hosanagar109.059220373444,1,Springboard Academy Private LimitedKartik Hosanagar109.05922037344442355,1,-849,,,,,,,,
VCC,MedGenome Labs Pvt. Ltd.,Healthcare,Healthcare,Health-Tech,2013,1,Kartik Kumaramangalam,,,,,,http://www.papillon.vc/team/kartik-kumaramangalam/,http://www.papillon.vc/team/kartik-kumaramangalam/,,,,,,,,,,,,,,,,,Angel,Angel,,,,4,234.5152131,212.3952885,Series A,Series A,8/20/2013,8/20/2013,1.412698413, ,,,,Bengaluru,Bengaluru,,,http://www.medgenome.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,5,MedGenome Labs Pvt. Ltd.Kartik Kumaramangalam234.515213114754,1,MedGenome Labs Pvt. Ltd.Kartik Kumaramangalam234.51521311475441506,1,-762,,,,,,,,
VCC,Sara Cotton Fibers Pvt. Ltd.,Consumer goods,Food and beverage,Others,2010,1,Karuppasamy Pandiarajan,,,,,,https://www.facebook.com/mafoikpandiarajan,https://www.facebook.com/mafoikpandiarajan,,,,,,,,,,,,,,,,,Angel,Angel,0.87,40.6042398,30.44594896,0.87,40.6042398,30.44594896,Seed,Seed,7/20/2011,9/23/2011,8.823529412,8.823529412,9.86,460.1813844,345.0540882,Coimbatore,Coimbatore,,,http://www.saracotton.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,43.09,2011.076659,1507.949357,,,,,,,9.86,460.1813844,345.0540882,1,Sara Cotton Fibers Pvt. Ltd.Karuppasamy Pandiarajan40.6042398,1,Sara Cotton Fibers Pvt. Ltd.Karuppasamy Pandiarajan40.604239840744,1,239,,,,,,,,
VCC,Indus Insights and Analytical Services Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2009,7,Kashyap Deorah,,Delhi,Yes,,,,,,,,,,FALSE,FALSE,NCR,TRUE,TRUE,,,,,,,Angel,Angel,0.03,1.604833624,1.32065716,0.09,4.814500872,3.961971481,Seed,Pre-Seed,3/15/2012,3/15/2012,1.204819277,35,2.49,133.2011908,109.6145443,Gurgaon,NCR,Haryana,,http://www.indusinsights.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063291139,3.385724945,2.786196541,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,39.5,2113.030938,1738.865261,,,, ,,,85.39,4567.891438,3759.030498,,,,,,,2.5,133.7361353,110.0547634,3,Indus Insights and Analytical Services Pvt. Ltd.Kashyap Deorah4.81450087190083,1,Indus Insights and Analytical Services Pvt. Ltd.Kashyap Deorah4.8145008719008340983,1,425,425,425,6,Indus Insights and Analytical Services Pvt. Ltd.2009,,,,
VCC,Haygot Education Pvt. Ltd.,Consumer services,Retail ,Edu-Tech,2013,7,Kashyap Deorah,,Delhi,Yes,,,,,,,,,,FALSE,FALSE,NCR,FALSE,FALSE,,,,,,,Angel,Angel,0.05,2.931440164,2.654941106,0.2,11.72576066,10.61976442,Seed,Pre-Seed,5/14/2013,06-05-2013,2.873563218,19.65811966,1.74,102.0141177,92.39195048,Mumbai,Mumbai,Maharashtra,,https://www.toppr.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,11,Haygot Education Pvt. Ltd.Kashyap Deorah11.7257606557377,1,Haygot Education Pvt. Ltd.Kashyap Deorah11.725760655737741408,1,0,0,0,14,Haygot Education Pvt. Ltd.2013,,,,
VCC,Haygot Education Pvt. Ltd.,Consumer services,Retail ,Edu-Tech,2013,7,Kashyap Deorah,,Delhi,Yes,,,,,,,,,,FALSE,FALSE,NCR,FALSE,FALSE,,,,,,,Angel,Angel,,,,1.36,79.73517246,72.21439808,Series A,Seed,5/14/2013,06-05-2013, ,25.27881041,5.38,315.4229616,285.671663,Mumbai,Mumbai,Maharashtra,,https://www.toppr.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,11,Haygot Education Pvt. Ltd.Kashyap Deorah79.7351724590164,1,Haygot Education Pvt. Ltd.Kashyap Deorah79.735172459016441408,1,160,160,160,14,Haygot Education Pvt. Ltd.2013,,,,
