ICB_industry,ICB_sector,accelaratorResult,accelerator,accleratorDate,businessModel,city,companyWebsite,dealInvestmentAmount,description,equityValuation,foundedDate,founderName,groupClassification,incubator,incubatorDate,incubatorResult,investmentStage,investorName,investorType,keyword,linkedinURL,roundDate,roundInvestmentAmount,roundInvestorCount,roundLeadInvestorType,roundValuation,source,stageClassification,startupClassification,startupName,startupStatus,state
Consumer_services,Retail,,,,B2C,New Delhi,,,Delivery of products to small cities and towns,,,,"['Delivery services and logistics', nan, nan]",,,,,[nan],,"['Delivery Services ', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Startup Centre,,"['Hyperlocal and Logistics', 'Not required']",TEMPNAME_1391,Acceleration,
Technology,Software & Computer Services,,,,B2C,Chennai,,,Data Analytics on media like photos and giving relevant solutions,,,,"['Big Data Analytics and Machine learning', nan, nan]",,,,,[nan],,"['Data analysis of Media', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Startup Centre,,"['Software and Internet Services', 'Not required']",TEMPNAME_1393,Acceleration,Tamil Nadu
Technology,Software & Computer Services,,,,B2B,Bengaluru,,,Analysis on the employee work profile and collection of data via survey,,,,"['Big Data Analytics and Machine learning', nan, nan]",,,,,[nan],,"['Data Analytics and Artificial Intelligence to solve industrial problems', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Startup Centre,,"['Software and Internet Services', 'Not required']",TEMPNAME_1394,Acceleration,Karnataka
Consumer_services,Travel and Leisure,,,,B2C,New Delhi,,,Cabs service provider to tier 2 and 3 cities,,,,"['Taxi Services, Automobile pooling & Travel', nan, nan]",,,,,[nan],,"['Cab Booking', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Startup Centre,,"['Hyperlocal and Logistics', 'Not required']",TEMPNAME_1397,Acceleration,
Consumer_goods,personal and household goods,41671.0,,,B2C,New Delhi,,,"Overcart is India's first marketplace for over-stock, unboxed, refurbished, and preowned products. With a comprehensive quality-check process, expert product knowledge, and unparalleled customer focus, this is the safest place for you to purchase secondary products. Formerly Bootstrapp Recommerce.",,1970-01-01 00:00:00.000002012,,"['Buy and Sale goods and products', nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",VI,,"['Internet marketplace and eCommerce', 'Not required']",TEMPNAME_1728,VC Funded,
Consumer_services,Media,,,,B2C,Kakinada,,,People get restaurant deals and also get a chance to participate in a T.V show.,,,,"['Broadcasting', nan, nan]",,,,,[nan],,"['Tv shows', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Media, Advertising and Gaming', nan]",TEMPNAME_765,Incubation,Andhra Pradesh
Healthcare,Healthcare,,,,B2C,Coimbatore,,,It is a platform which helps doctors manage his appointments.,,,,"['Telemedicine and Online health care platforms', nan, nan]",,,,,[nan],,"['Online doctor appointment', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Health-Tech', nan]",TEMPNAME_767,Incubation,Tamil Nadu
Consumer_services,Retail,,,,B2C,Noida,,,"This is a platform which helps an individual to make decisions easier, by consolidating the previous reviews.",,,,"['Website for information', nan, nan]",,,,,[nan],,"['Compares prices and quality of all products', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Social Platforms', nan]",TEMPNAME_768,Incubation,Uttar Pradesh
Technology,Software & Computer Services,,,,B2C,Chennai,,,Connects mentors and mentees. It also acts as a ground for career development.,,,,"['Placement and Employment related services', nan, nan]",,,,,[nan],,"['Career development', 'Connects mentors and mentees', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Edu-Tech', nan]",TEMPNAME_770,Incubation,Tamil Nadu
Consumer_goods,personal and household goods,,,,B2C,Bharuch,,,Everyone like to send and receive gifts for any occasion. We have combination of features through which it would become easier for users to send gifts.,,,,"['Personal Products', nan, nan]",,,,,[nan],,"['Collection of gifts', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",TEMPNAME_772,Incubation,Gujarat
Financials,Financial services,,,,B2B,Chennai,,,"The platform is for entrepreneurs to propose an idea , exhibit their startup to other entrepreneurs and investors, get feedback and also refine their idea to get the funding they need.",,,,"['Investment advisory and consultancy and financial consumer services', nan, nan]",,,,,[nan],,"['Investment services', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Fin-Tech and Payments', nan]",TEMPNAME_774,Incubation,Tamil Nadu
Industrials,Industrial goods and services,,,,B2B,Mangaluru,,,"Our product will help event organizers add their events and get all their event data such as tweets,photos,videos,slides etc archived in one place. Also events will have a real time dashboard where event attendees can interact as well as check the latest happenings.",,,,"['Advertising', nan, nan]",,,,,[nan],,"['Advertising portal', 'Advertise events', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Media, Advertising and Gaming', nan]",TEMPNAME_775,Incubation,Karnataka
Technology,Software & Computer Services,,,,B2C,Mumbai,,,Single login required.  Time consumption less in accessing site seamlessly.  Easy communicate and collaborate with peers.  ,,,,"['Software services for consumers', nan, nan]",,,,,[nan],,"['Single login platform', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Software and Internet Services', nan]",TEMPNAME_776,Incubation,Maharashtra
Consumer_services,Media,,,,B2C,Mysore,,,"It is a fact that people love gaming, and by introducing the element of ""role"" we believe that we can create a New Wave of Social games.",,,,"['Games and Gaming enablers', nan, nan]",,,,,[nan],,"['Gaming', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Media, Advertising and Gaming', nan]",TEMPNAME_778,Incubation,Karnataka
Consumer_services,Media,,,,B2B,Hyderabad,,,"For customers: to interact with brands and shops and be recognized not just as a customer.For shops: to create one-one long term relationships, which means assets in terms of: higher and efficient sales, refined offers and improved products, feedbacked processes and a 24/7 contact with your most valuable customers.",,,,"['Business Support Services', nan, nan]",,,,,[nan],,"['Business development', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Industrial and Business Products and Services', nan]",TEMPNAME_779,Incubation,Telangana
Technology,Software & Computer Services,,,,B2B,Mumbai,,,The mobile/handheld technology will complement activity kits . There are many kits and apps available today but a low cost solution which adapts itself to the user is missing .Our apps will be open source .It works with a cognitive assessment engine using Artificial intelligence . ,,,,"[' Educational products and Services', nan, nan]",,,,,[nan],,"['Low cost educational kits', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Edu-Tech', nan]",TEMPNAME_780,Incubation,Maharashtra
Consumer_goods,personal and household goods,,,,B2C,Chennai,,,"1. Book readers out pass book lovers in our ecosystem  2. Indians are driven by monetary benefit   3. Flipkart created an availability for books, we create a value for buying books",,,,"['Books and Stationary', nan, nan]",,,,,[nan],,"['Books market', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Internet marketplace and eCommerce', nan]",TEMPNAME_781,Incubation,Tamil Nadu
Industrials,Industrial goods and services,,,,B2C,Chennai,,,We are making a digital connectivity between the intended minds and get the profit out of fit.,,,,"['Communication services', nan, nan]",,,,,[nan],,"['Digitial connectivity between people', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Software and Internet Services', nan]",TEMPNAME_782,Incubation,Tamil Nadu
Technology,Software & Computer Services,,,,B2C,Bengaluru,,,"The platform intends to be the one stop website for finding room mates ,land lords and apartment deals in Indian Cities.",,,,"['Specialized Consumer Services', nan, nan]",,,,,[nan],,"['Real Estate services', 'LandLord', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",TEMPNAME_783,Incubation,Karnataka
Consumer_services,Travel and Leisure,,,,B2C,Gurgaon,,,"Photography and Local Travel are the most popular and socially integrated hobbies of people across the globe. Such hobbyists form groups and clubs to go out on short trips and meetups, wherein not only they can hangout together with their friends and like-minded people, but also they can spend time on their hobby and advance with it. The platform helps organise it.",,,,"['Event Management', nan, nan]",,,,,[nan],,"['Organises photwalks', 'Hobby', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",TEMPNAME_785,Incubation,Delhi
Healthcare,Healthcare,,,,B2C,Mumbai,,,India is the capital of fake drugs manufactured in the whole world. The platform works on identifying them.,,,,"['Healthcare Analytics and Software', nan, nan]",,,,,[nan],,"['Identifies fake drugs', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Health-Tech', nan]",TEMPNAME_786,Incubation,Maharashtra
Technology,Software & Computer Services,,,,B2C,Chennai,,,"Product is built to accomodate real time scenarios of taking notes and easily share them across. It captures & organizes information and makes it easy to retrieve & process it later. With its real time sharing, it can used by multiple people for taking notes at the same time.    ",,,,"['Collaboration and exchange portals', nan, nan]",,,,,[nan],,"['Realtime note taking', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Edu-Tech', nan]",TEMPNAME_787,Incubation,Tamil Nadu
Consumer_services,Retail,,,,B2C,Chennai,,,"We propose a Self Publishing Platform for every writer in India . Many writers (like me ) are not able to publish their books, poems, stories because they think it is difficult task for them .",,,,"['Social ventures in education', nan, nan]",,,,,[nan],,"['Publishing platform', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Edu-Tech', nan]",TEMPNAME_788,Incubation,Tamil Nadu
Technology,Software & Computer Services,,,,B2C,Hyderabad,,, CoAct is designed to be a life tool that could effectively replace many products of communication as it is an end to end solution to complete the purpose which initiated the communication initially.,,,,"['Communication services', nan, nan]",,,,,[nan],,"['Communications', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Software and Internet Services', nan]",TEMPNAME_789,Incubation,Telangana
Consumer_services,Retail,,,,B2C,Mumbai,,,"They provide a hassle free , awesome user experience to customers and brands.Customers can track all their brand updates , earn and redeem brandbuckz easily and do everything with just a mobile number.",,,,"['Fashion', nan, nan]",,,,,[nan],,"['Online shopping', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Internet marketplace and eCommerce', nan]",TEMPNAME_790,Incubation,Maharashtra
Technology,Software & Computer Services,,,,B2C,Chennai,,,This is an idea to interact with your digital book and you can experience enjoyment since lot of experts are there to guide you.,,,,"['Peer teaching and teaching innovations', nan, nan]",,,,,[nan],,"['Digital book', 'Innovation in education', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Edu-Tech', nan]",TEMPNAME_792,Incubation,Tamil Nadu
Technology,Technology Hardware & Equipment,,,,B2C,Bhubaneswar,,,The students will engage with robots for a long time and this helps them to learn math and science from robots through a GUI.This is the USP/IP of the company . ,,,,"['Peer teaching and teaching innovations', nan, nan]",,,,,[nan],,"['Robots teach maths and science', 'Innovation in education', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Edu-Tech', nan]",TEMPNAME_793,Incubation,
Consumer_services,Media,,,,B2B,Chennai,,, The product will help businesses to understand their customer's dimensions. Unlike website analytics frameworks which gives only the reports our product will understand the value & need of every customer and take action based on rules mentioned by the business owner.  ,,,,"['Buisness and Management consultancy', nan, nan]",,,,,[nan],,"['Business development', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Industrial and Business Products and Services', nan]",TEMPNAME_794,Incubation,Tamil Nadu
Consumer_services,Retail,,,,B2C,Hyderabad,,,It’s a platform which lets you shop online.,,,,"['Fashion', nan, nan]",,,,,[nan],,"['Online shopping ', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Internet marketplace and eCommerce', nan]",TEMPNAME_795,Incubation,Telangana
Healthcare,Healthcare,,,,B2C,Chennai,,,Comes in the second level of maslows hierarchy of needs.,,,,"['Fitness & Wellness', nan, nan]",,,,,[nan],,"['Fitness', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Health-Tech', nan]",TEMPNAME_796,Incubation,Tamil Nadu
Technology,Software & Computer Services,,,,B2C,Hyderabad,,,It is a platform which helps people buy art products.,,,,"['Household Products', nan, nan]",,,,,[nan],,"['Selling art works online', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",TEMPNAME_799,Incubation,Telangana
Technology,Software & Computer Services,,,,B2C,Thiruvalla,,,The product enables decision-makers to have the right information at the right time. ,,,,"['SaaS', nan, nan]",,,,,[nan],,"['Software solutions', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Software and Internet Services', nan]",TEMPNAME_800,Incubation,Kerala
Healthcare,Healthcare,,,,B2C,Chennai,,,It is a platform which helps people find doctors and book appointments.,,,,"['Telemedicine and Online health care platforms', nan, nan]",,,,,[nan],,"['Online doctor appointment', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Health-Tech', nan]",TEMPNAME_801,Incubation,Tamil Nadu
Utilities,Utilities,,,,B2C,New Delhi,,,RKS will provide delivery boys to customers to do their outdoor work as and when required.  Delivery boys will be available 24 hours.   ,,,,"['Delivery services and logistics', nan, nan]",,,,,[nan],,"['Provides delivery boys', 'Delivery solutions', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Hyperlocal and Logistics', nan]",TEMPNAME_803,Incubation,Delhi
Consumer_goods,personal and household goods,,,,B2C,Chennai,,,The platform produces less weight products.,,,,"['Food Products', nan, nan]",,,,,[nan],,"['Less weight products', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",TEMPNAME_804,Incubation,Tamil Nadu
Technology,Software & Computer Services,,,,B2C,Chennai,,,This platform helps people to keep track of things.,,,,"['Event Management', nan, nan]",,,,,[nan],,"['Social calendar event', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",TEMPNAME_805,Incubation,Tamil Nadu
Technology,Software & Computer Services,,,,B2C,pune,,,"Those who need his mobile data to be organized, backup-ed and secured while data generation will use these apps. These apps will give quick and easy access to mobile data.",,,,"['DevOps', nan, nan]",,,,,[nan],,"['Mobile application', 'Mobile Data Backup', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Software and Internet Services', nan]",TEMPNAME_806,Incubation,Maharashtra
Consumer_goods,personal and household goods,,,,B2C,Chennai,,,The platform that finds and discovers tech DIY parts/products that can be used in the physical prototype.,,,,"[' IT and Mobile solutions for Education delivery', nan, nan]",,,,,[nan],,"['Prototyping Tech DIY', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Edu-Tech', nan]",TEMPNAME_807,Incubation,Tamil Nadu
Technology,Software & Computer Services,,,,B2B,Nagercoil,,,The platform helps anyone to open an online shop within a minute without any setup fee with social commerce features.,,,,"['DevOps', nan, nan]",,,,,[nan],,"['Design platform', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Software and Internet Services', nan]",TEMPNAME_809,Incubation,Tamil Nadu
Consumer_services,Travel and Leisure,,,,B2C,Hyderabad,,,"Leisure activity management is a very important aspect, more-so when its the weekend. There are so many blogs & portals that only give redundant information. This app solves this problem.",,,,"[' Local trip planners', nan, nan]",,,,,[nan],,"['Leisure activity management', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Hyperlocal and Logistics', nan]",TEMPNAME_810,Incubation,Telangana
Industrials,Industrial goods and services,,,,B2B,New Delhi,,, It is a free platform to grow business online.  It also helps people start their own business without investment.  ,,,,"['Buisness and Management consultancy', nan, nan]",,,,,[nan],,"['Business management', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Industrial and Business Products and Services', nan]",TEMPNAME_811,Incubation,Delhi
Healthcare,Healthcare,,,,B2B,Bengaluru,,,"The platform has designed Digital X-Ray that costs 1/10th of current digital X-Ray, it has highest resolution and better image capabilities than conventional systems available in market.",,,,"['Clinics, Hospitals, and Health Care Providers ', nan, nan]",,,,,[nan],,"['Digital X-Ray', 'Radiology', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Health-Tech', nan]",TEMPNAME_812,Incubation,Karnataka
Healthcare,Healthcare,,,,B2C,Bengaluru,,,The platform that replaces their traditional physical marketing approach via 'Medical representative guys'.,,,,"['Telemedicine and Online health care platforms', nan, nan]",,,,,[nan],,"['Medical representative guys', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Health-Tech', nan]",TEMPNAME_813,Incubation,Karnataka
Technology,Software & Computer Services,,,,B2B,Chennai,,,This Products will be Differentiator as they will be key core ingredients for our back end operations.,,,,"['DevOps', nan, nan]",,,,,[nan],,"['Software services for backend operation', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Software and Internet Services', nan]",TEMPNAME_814,Incubation,Tamil Nadu
Healthcare,Healthcare,,,,B2C,Chennai,,,Organizational Health Checkup of Infrosoft HR Factory is very unique and this model is a combination of Consulting and Training for the corporate. ,,,,"['Paramedical services', nan, nan]",,,,,[nan],,"['Consulting and training corporates', ' Outsourcing', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Health-Tech', nan]",TEMPNAME_815,Incubation,Tamil Nadu
Financials,Financial services,,,,B2C,Chennai,,,It is a question and answer portal which is used for part time jobs.,,,,"['Placement and Employment related services', nan, nan]",,,,,[nan],,"['Question and answer portal', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Edu-Tech', nan]",TEMPNAME_816,Incubation,Tamil Nadu
Utilities,Utilities,,,,B2B,Udupi,,,The system is based on proven technology - Hydraulic pump to push water to reservoirs on top of small hillocks near coast and conventional Hydroelectric generators to generate power.,,,,"['Hydro power', nan, nan]",,,,,[nan],,"['Hydroelectric energy', 'Renewable enrgy', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Clean Technology', nan]",TEMPNAME_817,Incubation,Karnataka
Technology,Technology Hardware & Equipment,,,,B2B,New delhi,,, The platform that has technology & Domain Expertise under one umbrella.,,,,"['Outsourced and Shared technolgy services', nan, nan]",,,,,[nan],,"['Innovation', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Technology', nan]",TEMPNAME_819,Incubation,Delhi
Technology,Software & Computer Services,,,,B2B,Mumbai,,,An errand management solution focused towards sending out recurrent reminders to members of an organization. ,,,,"['ERP', nan, nan]",,,,,[nan],,"['Software solutions for errand management', 'errands', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Software and Internet Services', nan]",TEMPNAME_820,Incubation,Maharashtra
Consumer_services,Retail,,,,B2C,New delhi,,,"The platform aims to  bring the group buying model in retail, the price of the commodity, which due to the limited amount demands higher costs to cater for the sustainable profit,  can be made low. ",,,,"['Specialized Consumer Services', nan, nan]",,,,,[nan],,"['Group buying model', 'Low cost', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",TEMPNAME_821,Incubation,Delhi
Technology,Software & Computer Services,,,,B2C,New Delhi,,,A platform which connects people.,,,,"['Connect People for Social Activities', nan, nan]",,,,,[nan],,"['Connects people', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Social Platforms', nan]",TEMPNAME_823,Incubation,Delhi
Industrials,Construction and materials,,,,B2C,Bengaluru,,,The platform aims to construct a building and sell it.,,,,"['Building Materials & Fixtures', nan, nan]",,,,,[nan],,"['Construct a building', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Industrial and Business Products and Services', nan]",TEMPNAME_825,Incubation,Karnataka
Technology,Software & Computer Services,,,,B2C,Chennai,,,The platform helps the teacher to be in direct touch with his/her students 24*7 . ,,,,"['Social platforms for Educational sector', nan, nan]",,,,,[nan],,"['Connects teachers and students', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Edu-Tech', nan]",TEMPNAME_826,Incubation,Tamil Nadu
Industrials,Industrial goods and services,,,,B2B,Chennai,,,A platform that is used for brand promotion and Online presence and to reach out and connect with more audience.,,,,"['Advertising', nan, nan]",,,,,[nan],,"['Site for brand promotion', 'Brand promotion', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Media, Advertising and Gaming', nan]",TEMPNAME_828,Incubation,Tamil Nadu
Technology,Technology Hardware & Equipment,,,,B2B,Chennai,,,"The platform to share recipes, learn better way of cooking a recipe, post comments on improvement.",,,,"['Food Products', nan, nan]",,,,,[nan],,"['Food and agro products', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",TEMPNAME_829,Incubation,Tamil Nadu
Industrials,Industrial goods and services,,,,B2B,Chennai,,,They are brand oriented company where we connect the brands to the targeted audience. ,,,,"['Customer service for business', nan, nan]",,,,,[nan],,"['Brand promotion to targeted audience', 'Business management', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Industrial and Business Products and Services', nan]",TEMPNAME_830,Incubation,Tamil Nadu
Consumer_goods,Food and beverage,,,,B2C,Surat,,,It is a food delivery platform which delivers food from their hotel as well as other places with delivery charges.,,,,"['Food Services', nan, nan]",,,,,[nan],,"['Online food delivery', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Hyperlocal and Logistics', nan]",TEMPNAME_831,Incubation,Gujarat
Technology,Software & Computer Services,,,,B2B,Chennai,,,This software product will improve their operations by a minimum of 15% to about 40% within a short period time. It is based on time tested principles of work study and the latest lean manufacturing principles. You can get many details about the software from the website.,,,,"['ERP', nan, nan]",,,,,[nan],,"['Software solutions', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Software and Internet Services', nan]",TEMPNAME_834,Incubation,Tamil Nadu
Consumer_goods,personal and household goods,,,,B2C,Chennai,,,"Since recent future technology innovation lead the humans through the consumer electronic products, social media & future tech like 'augmented reality', People were in need to use these.",,,,"['Recreational Products', nan, nan]",,,,,[nan],,"['AugmentedReality products', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",TEMPNAME_835,Incubation,Tamil Nadu
Consumer_services,Travel and Leisure,,,,B2C,Surat,,,"A platform that lets people share their travel,when they have to travel alone.",,,,"['Travel & Tourism', nan, nan]",,,,,[nan],,"['Share their travel', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",TEMPNAME_836,Incubation,Gujarat
Consumer_services,Retail,,,,B2C,Mumbai,,,"Shopper are unsure. Shoppers have trouble visualizing the merchandise on a rack to on them, they have trouble dressing for an occasion. The platform provides a solution by trying to answer these stalling & transitions the customer to a purchase.",,,,"['Fashion', nan, nan]",,,,,[nan],,"['Fashion solutions', 'Fashion', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Internet marketplace and eCommerce', nan]",TEMPNAME_837,Incubation,Maharashtra
